S.No,Team Size,Release Frequency,Compliance,Scalability,Project Size,Project Length,Security Level,Recommended Tools
3981,Large,Daily,High,Manual,Small,Short,None,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
3982,Large,Weekly,Low,Auto-scaling,Small,Long,None,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3983,Small,Weekly,High,Auto-scaling,Large,Medium,Moderate,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
3984,Large,Weekly,Low,Auto-scaling,Large,Short,Strict,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, JFrog Artifactory"
3985,Small,Daily,High,None,Small,Medium,Strict,"Jenkins, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
3986,Large,Monthly,Low,Manual,Small,Medium,None,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3987,Small,Daily,High,Auto-scaling,Small,Short,Strict,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
3988,Large,Monthly,Low,None,Medium,Long,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
3989,Large,Daily,High,None,Medium,Short,None,"Travis CI, GitHub, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
3990,Small,Weekly,High,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3991,Large,Daily,High,Auto-scaling,Large,Short,None,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
3992,Small,Monthly,Low,Manual,Small,Short,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3993,Small,Daily,High,Auto-scaling,Medium,Long,Moderate,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3994,Small,Daily,Low,Manual,Medium,Medium,Strict,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3995,Medium,Weekly,High,Auto-scaling,Large,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3996,Medium,Monthly,Low,Auto-scaling,Medium,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3997,Medium,Daily,Low,Manual,Small,Medium,None,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3998,Medium,Monthly,Medium,Auto-scaling,Medium,Medium,None,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3999,Large,Weekly,High,None,Large,Long,Moderate,"Travis CI, GitLab, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
4000,Medium,Daily,Low,Auto-scaling,Small,Medium,Strict,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4001,Small,Daily,High,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
4002,Small,Weekly,Medium,Manual,Medium,Short,Moderate,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
4003,Medium,Monthly,Medium,Auto-scaling,Medium,Short,None,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4004,Medium,Daily,Medium,None,Small,Short,Strict,"CircleCI, GitHub, Docker, Grafana, None, HashiCorp Vault, Terraform, Nexus Repository"
4005,Large,Monthly,High,Manual,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
4006,Medium,Daily,Low,None,Small,Short,None,"CircleCI, GitHub, Docker, ELK Stack, None, OWASP ZAP, Terraform, Nexus Repository"
4007,Large,Monthly,Medium,Manual,Large,Short,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
4008,Large,Monthly,High,Auto-scaling,Small,Short,None,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4009,Medium,Weekly,High,Auto-scaling,Large,Long,None,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
4010,Large,Daily,Medium,Manual,Small,Short,Moderate,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
4011,Large,Weekly,High,None,Small,Long,Strict,"Travis CI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
4012,Large,Weekly,High,None,Medium,Short,Strict,"Travis CI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Terraform, Nexus Repository"
4013,Large,Weekly,Low,None,Large,Medium,Moderate,"Travis CI, GitLab, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
4014,Small,Weekly,Medium,Manual,Medium,Long,Moderate,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4015,Small,Weekly,Low,Manual,Large,Medium,Moderate,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
4016,Large,Weekly,Low,None,Large,Short,Moderate,"Travis CI, GitLab, Docker, ELK Stack, None, SonarQube, Terraform, JFrog Artifactory"
4017,Large,Daily,High,Auto-scaling,Small,Short,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Terraform, Nexus Repository"
4018,Large,Daily,Medium,Auto-scaling,Medium,Long,Strict,"Travis CI, GitHub, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4019,Medium,Daily,Medium,Manual,Small,Short,Strict,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
4020,Medium,Monthly,High,Auto-scaling,Small,Long,Strict,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4021,Large,Daily,High,Auto-scaling,Small,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
4022,Small,Weekly,High,None,Large,Medium,None,"Jenkins, GitLab, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
4023,Medium,Daily,Medium,Manual,Medium,Medium,None,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4024,Small,Monthly,High,None,Large,Medium,Strict,"Jenkins, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
4025,Medium,Monthly,Low,Manual,Small,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4026,Large,Weekly,Low,Manual,Small,Medium,Strict,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4027,Medium,Daily,Low,Manual,Medium,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
4028,Large,Daily,High,Auto-scaling,Medium,Medium,Strict,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4029,Small,Weekly,Low,Manual,Small,Long,Strict,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4030,Medium,Monthly,High,Manual,Large,Medium,Strict,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
4031,Large,Weekly,Medium,Auto-scaling,Medium,Short,Strict,"Travis CI, GitLab, Docker, Grafana, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
4032,Small,Daily,Medium,Auto-scaling,Large,Long,Strict,"Jenkins, GitHub, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
4033,Medium,Daily,High,None,Large,Medium,None,"CircleCI, GitHub, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
4034,Medium,Weekly,Low,Manual,Large,Short,Moderate,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
4035,Medium,Monthly,Low,Auto-scaling,Medium,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4036,Small,Daily,Low,Manual,Small,Medium,None,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4037,Medium,Weekly,Low,Auto-scaling,Medium,Short,Moderate,"CircleCI, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Terraform, Nexus Repository"
4038,Small,Daily,Medium,None,Medium,Medium,Moderate,"Jenkins, GitHub, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
4039,Small,Daily,High,Manual,Small,Medium,Strict,"Jenkins, GitHub, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4040,Medium,Daily,Medium,Manual,Large,Short,None,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
4041,Large,Monthly,Medium,Auto-scaling,Medium,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4042,Large,Daily,High,Auto-scaling,Large,Long,Strict,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
4043,Medium,Monthly,Low,Auto-scaling,Small,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4044,Small,Monthly,Low,Auto-scaling,Medium,Long,None,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4045,Medium,Weekly,High,Auto-scaling,Medium,Medium,None,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4046,Medium,Monthly,Low,Auto-scaling,Large,Long,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
4047,Medium,Weekly,High,Manual,Large,Long,None,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
4048,Large,Weekly,Medium,None,Small,Short,Strict,"Travis CI, GitLab, Docker, Grafana, None, HashiCorp Vault, Terraform, Nexus Repository"
4049,Medium,Weekly,Medium,Manual,Small,Long,None,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4050,Small,Monthly,Low,Manual,Small,Medium,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4051,Small,Monthly,Medium,Manual,Medium,Short,None,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
4052,Small,Daily,High,None,Large,Short,Moderate,"Jenkins, GitHub, Docker, Prometheus, None, SonarQube, Terraform, JFrog Artifactory"
4053,Large,Daily,Medium,Auto-scaling,Medium,Short,None,"Travis CI, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4054,Medium,Daily,Medium,None,Small,Medium,Strict,"CircleCI, GitHub, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
4055,Medium,Weekly,Medium,Manual,Large,Medium,Strict,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
4056,Large,Weekly,Medium,Manual,Small,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4057,Medium,Weekly,Medium,Auto-scaling,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
4058,Medium,Weekly,Low,Manual,Medium,Short,Moderate,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
4059,Medium,Daily,Medium,None,Medium,Long,Strict,"CircleCI, GitHub, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
4060,Medium,Monthly,Low,None,Small,Short,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Terraform, Nexus Repository"
4061,Small,Daily,Low,None,Small,Long,Moderate,"Jenkins, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
4062,Large,Daily,Medium,Auto-scaling,Medium,Long,None,"Travis CI, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4063,Large,Daily,High,Manual,Large,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
4064,Medium,Weekly,High,None,Large,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
4065,Large,Daily,Medium,Auto-scaling,Large,Short,None,"Travis CI, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
4066,Large,Weekly,Medium,Manual,Small,Short,Strict,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
4067,Small,Weekly,Medium,Manual,Large,Long,None,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
4068,Medium,Weekly,Medium,None,Large,Long,None,"CircleCI, GitLab, Docker, Grafana, None, OWASP ZAP, Ansible, JFrog Artifactory"
4069,Medium,Monthly,High,None,Large,Short,Strict,"CircleCI, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Terraform, JFrog Artifactory"
4070,Medium,Daily,High,None,Small,Short,Strict,"CircleCI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Terraform, Nexus Repository"
4071,Medium,Weekly,High,Auto-scaling,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
4072,Small,Daily,High,None,Small,Medium,Strict,"Jenkins, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
4073,Small,Monthly,High,Manual,Small,Medium,Moderate,"Jenkins, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4074,Medium,Weekly,Low,Manual,Small,Long,Moderate,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4075,Medium,Weekly,Low,Manual,Large,Short,Strict,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
4076,Small,Daily,High,None,Small,Medium,Moderate,"Jenkins, GitHub, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
4077,Medium,Monthly,High,Auto-scaling,Large,Long,None,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
4078,Medium,Monthly,Low,None,Small,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
4079,Medium,Weekly,Low,Manual,Large,Long,Strict,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
4080,Medium,Daily,Low,Manual,Large,Medium,Moderate,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
4081,Small,Monthly,Low,None,Medium,Long,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
4082,Large,Weekly,High,None,Small,Long,None,"Travis CI, GitLab, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
4083,Large,Weekly,Medium,None,Medium,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
4084,Small,Weekly,Medium,Manual,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4085,Medium,Daily,Medium,Auto-scaling,Medium,Long,Strict,"CircleCI, GitHub, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4086,Small,Daily,Low,None,Large,Short,Strict,"Jenkins, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Terraform, JFrog Artifactory"
4087,Small,Monthly,Medium,Manual,Small,Long,None,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4088,Medium,Weekly,High,Manual,Large,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
4089,Medium,Daily,Medium,Auto-scaling,Small,Medium,Moderate,"CircleCI, GitHub, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
4090,Large,Daily,High,Manual,Small,Short,Moderate,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
4091,Large,Monthly,Low,Manual,Medium,Medium,None,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4092,Medium,Weekly,Medium,Auto-scaling,Large,Short,Moderate,"CircleCI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Terraform, JFrog Artifactory"
4093,Large,Monthly,Low,None,Medium,Medium,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
4094,Large,Weekly,Low,Manual,Medium,Medium,Strict,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4095,Large,Weekly,High,None,Medium,Medium,None,"Travis CI, GitLab, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
4096,Medium,Weekly,High,Auto-scaling,Medium,Short,None,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4097,Large,Daily,Low,None,Small,Medium,Strict,"Travis CI, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
4098,Small,Monthly,Low,Auto-scaling,Small,Medium,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
4099,Small,Monthly,High,Manual,Medium,Long,Strict,"Jenkins, Bitbucket, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
4100,Large,Daily,High,None,Large,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Terraform, JFrog Artifactory"
4101,Large,Daily,High,None,Small,Short,Moderate,"Travis CI, GitHub, Docker, Prometheus, None, SonarQube, Terraform, Nexus Repository"
4102,Medium,Monthly,Medium,Auto-scaling,Medium,Medium,None,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4103,Medium,Daily,High,Auto-scaling,Small,Short,None,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4104,Small,Monthly,Medium,Auto-scaling,Medium,Short,None,"Jenkins, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4105,Large,Monthly,Medium,Auto-scaling,Small,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
4106,Large,Daily,High,Auto-scaling,Medium,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
4107,Small,Monthly,Low,None,Large,Short,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, None, SonarQube, Terraform, JFrog Artifactory"
4108,Medium,Daily,High,Manual,Large,Medium,None,"CircleCI, GitHub, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
4109,Large,Monthly,Medium,None,Small,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
4110,Small,Weekly,Low,None,Medium,Short,Strict,"Jenkins, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Terraform, Nexus Repository"
4111,Medium,Daily,Medium,Manual,Medium,Medium,None,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
4112,Large,Weekly,Medium,None,Large,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
4113,Small,Monthly,Medium,Manual,Small,Medium,Moderate,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
4114,Medium,Weekly,Medium,None,Large,Long,Strict,"CircleCI, GitLab, Docker, Grafana, None, HashiCorp Vault, Ansible, JFrog Artifactory"
4115,Small,Daily,High,Auto-scaling,Medium,Medium,None,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4116,Medium,Monthly,Low,Manual,Large,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
4117,Medium,Monthly,Low,Auto-scaling,Medium,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
4118,Small,Daily,Low,None,Large,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
4119,Small,Weekly,Medium,Manual,Large,Medium,Strict,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
4120,Large,Monthly,High,None,Large,Long,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
4121,Large,Monthly,Low,None,Large,Medium,None,"Travis CI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, JFrog Artifactory"
4122,Small,Daily,Medium,Auto-scaling,Small,Short,None,"Jenkins, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
4123,Medium,Monthly,Low,None,Small,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
4124,Medium,Daily,Low,Auto-scaling,Small,Medium,Moderate,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
4125,Large,Monthly,Medium,Manual,Small,Long,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
